         *     3.000         *         *     1.000     0.000     0.000     0.000     0.000     1.000
     2.200     2.000     2.750     2.000     0.001     0.000     0.000     0.000     0.999     5.000
     1.800     2.000     2.250     1.500     0.001     0.000     0.000     0.000     0.999     5.000
     2.800     2.800     3.000     2.750     0.998     0.000     0.000     0.000     0.002     1.000
     2.000     3.600     1.250     1.000     0.027     0.973     0.000     0.000     0.000     2.000
     3.800     4.000     2.750     1.000     0.000     0.476     0.000     0.524     0.000     4.000
     2.400     2.600     2.500     2.000     0.934     0.000     0.000     0.000     0.066     1.000
     3.400     4.000     1.667     1.125     0.000     0.998     0.000     0.001     0.000     2.000
     4.800     4.000     4.000     1.000     0.000     0.000     0.000     1.000     0.000     4.000
     2.400     2.200     2.500     2.875     0.044     0.000     0.000     0.000     0.956     5.000
     2.800     3.000     1.000     2.250     0.999     0.001     0.000     0.000     0.000     1.000
     1.800     3.000     2.250     3.625     0.998     0.002     0.000     0.000     0.000     1.000
     1.600     2.400     2.500     2.125     0.412     0.000     0.000     0.000     0.588     5.000
     1.000     4.000     2.000     1.500     0.000     1.000     0.000     0.000     0.000     2.000
     1.000     2.000     3.000     2.000     0.001     0.000     0.000     0.000     0.999     5.000
     3.200     3.400     1.750     2.250     0.683     0.317     0.000     0.000     0.000     1.000
     2.400     2.000     1.750     2.250     0.001     0.000     0.000     0.000     0.999     5.000
     2.400     3.000     4.000     2.125     0.998     0.000     0.000     0.002     0.000     1.000
     2.600     3.000     2.250     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     1.400     2.600     3.000     2.250     0.949     0.000     0.000     0.000     0.051     1.000
     2.800     3.000     4.000     2.286     0.998     0.000     0.000     0.002     0.000     1.000
     3.000     3.400     4.000     1.375     0.099     0.005     0.000     0.896     0.000     4.000
     2.000     3.400     1.750     1.500     0.541     0.459     0.000     0.000     0.000     1.000
     2.600     2.800     2.250     1.667     0.996     0.000     0.000     0.000     0.004     1.000
     1.800     1.600     3.750     2.286     0.000     0.000     0.284     0.000     0.716     5.000
     2.600     3.400     1.750     1.750     0.640     0.360     0.000     0.000     0.000     1.000
     2.800     3.200     1.250     1.125     0.992     0.008     0.000     0.000     0.000     1.000
     2.400     2.800     2.750     3.000     0.999     0.000     0.000     0.000     0.001     1.000
     3.200     3.000     2.667     2.250     1.000     0.000     0.000     0.000     0.000     1.000
     1.000     2.600     2.000     2.375     0.963     0.000     0.000     0.000     0.037     1.000
     3.200     3.000     1.000     2.625     0.999     0.001     0.000     0.000     0.000     1.000
     4.000     2.800     2.500     3.000     0.998     0.000     0.000     0.000     0.002     1.000
     3.000     3.000     2.000     2.625     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     4.000     3.667     1.000     0.000     0.025     0.000     0.975     0.000     4.000
     2.400     3.000     3.000     2.875     1.000     0.000     0.000     0.000     0.000     1.000
     2.800     2.600     3.000     1.500     0.890     0.000     0.000     0.000     0.110     1.000
     3.000     3.000     2.750     2.125     1.000     0.000     0.000     0.000     0.000     1.000
     2.600     4.000     2.000     1.750     0.000     0.999     0.000     0.001     0.000     2.000
     3.000     2.000     2.750     2.000     0.001     0.000     0.001     0.000     0.999     5.000
     2.200     2.400     4.000     2.000     0.305     0.000     0.000     0.000     0.695     5.000
     3.400     4.000     2.500     2.000     0.000     0.986     0.000     0.014     0.000     2.000
     3.200     3.000     2.500     1.875     1.000     0.000     0.000     0.000     0.000     1.000
     3.400     3.750     1.250     2.143     0.003     0.997     0.000     0.000     0.000     2.000
     2.000     2.000     2.500     2.250     0.001     0.000     0.000     0.000     0.999     5.000
     3.400     3.800     1.000     1.250     0.002     0.998     0.000     0.000     0.000     2.000
     2.800     4.000     2.000     2.000     0.000     1.000     0.000     0.000     0.000     2.000
     2.000     3.000     1.000     1.750     0.999     0.001     0.000     0.000     0.000     1.000
     2.600     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.500     2.800     2.000     3.286     0.999     0.000     0.000     0.000     0.001     1.000
     2.200     3.000     2.000     2.000     0.999     0.000     0.000     0.000     0.000     1.000
     1.000     2.600     1.500     1.857     0.949     0.000     0.000     0.000     0.051     1.000
     3.000     3.000     1.750     1.500     1.000     0.000     0.000     0.000     0.000     1.000
     2.200     1.000     3.250     1.250     0.000     0.000     1.000     0.000     0.000     3.000
     3.800     3.600     4.000     2.000     0.005     0.009     0.000     0.986     0.000     4.000
     2.000     3.000     3.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.400     3.000     1.000     1.250     1.000     0.000     0.000     0.000     0.000     1.000
     2.000     3.000     1.000     2.000     0.999     0.001     0.000     0.000     0.000     1.000
     1.000     2.200     2.500     2.286     0.033     0.000     0.000     0.000     0.967     5.000
     1.000     1.200     1.000     3.500     0.000     0.000     0.978     0.000     0.022     3.000
     2.400     3.600     2.000     1.875     0.033     0.966     0.000     0.000     0.000     2.000
     1.000     2.000     3.000     3.000     0.002     0.000     0.000     0.000     0.998     5.000
     1.000     1.000     4.000     4.000     0.000     0.000     1.000     0.000     0.000     3.000
     2.600     2.200     2.000     1.875     0.021     0.000     0.000     0.000     0.979     5.000
     4.000     3.000     2.250     1.000     1.000     0.000     0.000     0.000     0.000     1.000
         *     2.400         *         *     0.427     0.000     0.000     0.000     0.573     5.000
     3.800     3.600     1.000     1.000     0.130     0.870     0.000     0.000     0.000     2.000
     2.800     4.000     1.000     2.000     0.000     1.000     0.000     0.000     0.000     2.000
     3.000     4.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     2.000
     3.000     3.000     2.000     1.875     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     2.600     2.000     2.000     0.935     0.000     0.000     0.000     0.065     1.000
     2.800     3.000     2.000     3.125     0.999     0.001     0.000     0.000     0.000     1.000
     2.600     2.800     2.000     2.000     0.997     0.000     0.000     0.000     0.003     1.000
     4.000     3.400     3.000     2.000     0.886     0.057     0.000     0.058     0.000     1.000
     2.000     2.600     1.750     2.625     0.967     0.000     0.000     0.000     0.033     1.000
     3.200     3.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     2.400     2.000     2.375     0.437     0.000     0.000     0.000     0.563     5.000
     2.200     2.600     1.000     1.000     0.893     0.000     0.000     0.000     0.107     1.000
     2.500     2.600     2.000     2.125     0.945     0.000     0.000     0.000     0.055     1.000
     3.400     3.800     2.000     2.625     0.001     0.999     0.000     0.000     0.000     2.000
     2.600     3.200     1.000     3.000     0.940     0.060     0.000     0.000     0.000     1.000
     3.000     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     2.800     3.000     2.000     1.750     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     3.000     1.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     2.800     3.000     2.000     2.250     1.000     0.000     0.000     0.000     0.000     1.000
         *     2.800         *         *     0.997     0.000     0.000     0.000     0.003     1.000
     2.800     2.600     1.750     1.000     0.870     0.000     0.000     0.000     0.130     1.000
     2.000     3.000     2.250     1.625     1.000     0.000     0.000     0.000     0.000     1.000
         *     2.200         *         *     0.032     0.000     0.000     0.000     0.968     5.000
     4.000     1.000     2.000     2.750     0.000     0.000     1.000     0.000     0.000     3.000
     1.400     2.200     1.500     1.000     0.013     0.000     0.000     0.000     0.987     5.000
     3.000     2.800     2.000     3.143     0.999     0.000     0.000     0.000     0.001     1.000
     1.400     1.600     3.500     2.500     0.000     0.000     0.152     0.000     0.848     5.000
     2.400     2.400     2.000     2.000     0.382     0.000     0.000     0.000     0.618     5.000
     3.000     3.000     2.000     2.750     1.000     0.000     0.000     0.000     0.000     1.000
     2.800     2.600     2.250     3.000     0.970     0.000     0.000     0.000     0.030     1.000
     3.400     1.200     3.000     2.250     0.000     0.000     1.000     0.000     0.000     3.000
     2.000     3.000     2.000     2.000     0.999     0.001     0.000     0.000     0.000     1.000
     3.400     4.000     2.500     1.429     0.000     0.946     0.000     0.054     0.000     2.000
     3.200     3.000     1.750     1.750     1.000     0.000     0.000     0.000     0.000     1.000
     3.200     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     2.600     2.200     2.000     2.375     0.031     0.000     0.000     0.000     0.969     5.000
     3.600     2.800     1.000     2.375     0.998     0.000     0.000     0.000     0.002     1.000
     3.400     2.000     2.750     3.625     0.003     0.000     0.000     0.000     0.997     5.000
     2.800     3.000     2.000     2.375     1.000     0.000     0.000     0.000     0.000     1.000
     1.000     1.000     3.250     2.625     0.000     0.000     1.000     0.000     0.000     3.000
     2.200     3.400     1.250     3.625     0.137     0.863     0.000     0.000     0.000     2.000
     2.600     3.000     2.000     2.750     0.999     0.001     0.000     0.000     0.000     1.000
     2.600     4.000     2.000     1.000     0.000     0.997     0.000     0.003     0.000     2.000
     2.800     3.000     2.000     1.875     1.000     0.000     0.000     0.000     0.000     1.000
         *         *     2.000     1.250     0.629     0.228     0.025     0.002     0.117     1.000
     2.200     2.600     2.000     1.000     0.874     0.000     0.000     0.000     0.126     1.000
     2.200     2.800     2.000     2.000     0.998     0.000     0.000     0.000     0.002     1.000
     3.000     2.600     2.000     2.000     0.935     0.000     0.000     0.000     0.065     1.000
     2.250     3.200     2.000     2.000     0.982     0.018     0.000     0.000     0.000     1.000
     1.000     1.600     1.750         *     0.000     0.000     0.094     0.000     0.906     5.000
     2.600     1.000     1.500     2.375     0.000     0.000     1.000     0.000     0.000     3.000
     1.600     2.400     2.000     2.000     0.409     0.000     0.000     0.000     0.591     5.000
     3.500     2.800     2.250     2.000     0.997     0.000     0.000     0.000     0.003     1.000
     3.400     2.800     1.750     2.125     0.997     0.000     0.000     0.000     0.003     1.000
     1.800     3.000         *     2.500     0.999     0.001     0.000     0.000     0.000     1.000
     3.000     3.000     2.000     1.875     1.000     0.000     0.000     0.000     0.000     1.000
     2.400     2.800     2.750     2.375     0.998     0.000     0.000     0.000     0.002     1.000
     4.800     2.800     1.500     2.500     0.998     0.000     0.000     0.000     0.002     1.000
     2.800     2.800     2.000     1.375     0.996     0.000     0.000     0.000     0.004     1.000
     2.600     2.000     1.000     1.750     0.001     0.000     0.000     0.000     0.999     5.000
     3.000     3.000     4.000     2.000     0.997     0.000     0.000     0.003     0.000     1.000
     2.800     2.600     2.000     2.000     0.937     0.000     0.000     0.000     0.063     1.000
     1.400     2.000     2.750     2.125     0.001     0.000     0.000     0.000     0.999     5.000
         *         *     1.000         *     0.511     0.404     0.009     0.000     0.076     1.000
     3.000     2.800     2.000     2.000     0.997     0.000     0.000     0.000     0.003     1.000
     2.600     2.000     2.750     2.750     0.002     0.000     0.000     0.000     0.998     5.000
     2.600     3.000     3.000     1.875     1.000     0.000     0.000     0.000     0.000     1.000
     3.200     2.400     2.000     2.143     0.383     0.000     0.000     0.000     0.617     5.000
     3.000     3.000     2.500     1.500     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     2.000     2.000     4.000     0.005     0.000     0.000     0.000     0.995     5.000
     4.400     1.400     4.000     2.375     0.000     0.000     0.997     0.000     0.003     3.000
     3.000     2.600     2.000     2.375     0.952     0.000     0.000     0.000     0.048     1.000
     2.600     3.000     2.000     2.500     1.000     0.000     0.000     0.000     0.000     1.000
     2.400     3.200     1.000     2.375     0.956     0.044     0.000     0.000     0.000     1.000
     2.200     3.000     2.000     2.000     0.999     0.000     0.000     0.000     0.000     1.000
     2.800     2.800     2.000     2.500     0.998     0.000     0.000     0.000     0.002     1.000
     2.200     2.600     1.250     1.750     0.937     0.000     0.000     0.000     0.063     1.000
     3.400     3.000     2.000     2.625     1.000     0.000     0.000     0.000     0.000     1.000
     3.800     2.800     2.000     3.000     0.999     0.000     0.000     0.000     0.001     1.000
     2.000     2.000     2.000     2.000     0.001     0.000     0.000     0.000     0.999     5.000
     3.000     2.000     3.000     1.857     0.001     0.000     0.001     0.000     0.999     5.000
     4.400     2.800     2.250     1.625     0.995     0.000     0.000     0.000     0.005     1.000
     2.800     4.000     1.000     1.500     0.000     1.000     0.000     0.000     0.000     2.000
     1.400     2.000     2.000     3.750     0.005     0.000     0.000     0.000     0.995     5.000
     3.400     4.000     2.000     1.750     0.000     0.998     0.000     0.002     0.000     2.000
     2.800     2.800     1.250     2.750     0.999     0.000     0.000     0.000     0.001     1.000
     2.200     3.000     2.000     2.250     0.999     0.001     0.000     0.000     0.000     1.000
     2.800     3.800     2.500     1.750     0.002     0.986     0.000     0.013     0.000     2.000
     2.400     2.800     3.000     2.375     0.998     0.000     0.000     0.000     0.002     1.000
     2.000     2.400     3.500     2.625     0.455     0.000     0.000     0.000     0.545     5.000
     3.000     2.400     3.000     3.000     0.521     0.000     0.000     0.000     0.479     1.000
     2.800     3.000     2.000     3.125     0.999     0.001     0.000     0.000     0.000     1.000
     3.000     1.600     2.750     2.250     0.000     0.000     0.552     0.000     0.448     3.000
     2.800     2.400     3.000     2.286     0.381     0.000     0.000     0.000     0.619     5.000
     3.000     1.400     2.250     2.625     0.000     0.000     0.972     0.000     0.028     3.000
     2.800     2.800     1.750     2.875     0.999     0.000     0.000     0.000     0.001     1.000
     2.200     2.600     2.000     2.000     0.941     0.000     0.000     0.000     0.059     1.000
     2.600     3.200     3.000     2.750     0.988     0.011     0.000     0.000     0.000     1.000
     2.000     2.200     3.000     2.000     0.021     0.000     0.000     0.000     0.979     5.000
     2.200     2.000     1.000     2.000     0.001     0.000     0.000     0.000     0.999     5.000
     3.600     2.600     3.500     2.250     0.925     0.000     0.000     0.000     0.075     1.000
     3.200     3.000     1.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.200     3.000     1.500     1.750     1.000     0.000     0.000     0.000     0.000     1.000
     2.000     2.600     2.750     2.000     0.935     0.000     0.000     0.000     0.065     1.000
     3.200     2.600     2.000     2.625     0.959     0.000     0.000     0.000     0.041     1.000
     2.200     2.000     3.000     2.000     0.001     0.000     0.000     0.000     0.999     5.000
     3.400     4.000     2.500     2.750     0.000     0.998     0.000     0.002     0.000     2.000
     2.000     2.600     2.500     1.750     0.924     0.000     0.000     0.000     0.076     1.000
     2.800     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.400     3.800     1.500     2.000     0.001     0.999     0.000     0.000     0.000     2.000
     3.800     3.000     1.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.400     3.000     3.000     2.375     1.000     0.000     0.000     0.000     0.000     1.000
     2.600     3.400     1.750     2.875     0.402     0.598     0.000     0.000     0.000     2.000
     3.000     3.800     2.000     2.000     0.001     0.998     0.000     0.001     0.000     2.000
     2.600     3.000     3.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     3.000     2.000     3.000     1.000     0.000     0.000     0.000     0.000     1.000
     1.600     1.000     4.000     2.000     0.000     0.000     1.000     0.000     0.000     3.000
     2.200     2.800     2.000     3.000     0.999     0.000     0.000     0.000     0.001     1.000
     2.600     2.800     2.000     2.750     0.999     0.000     0.000     0.000     0.001     1.000
     4.000     4.000     1.000     1.750     0.000     1.000     0.000     0.000     0.000     2.000
     4.000     4.000     1.000     1.625     0.000     1.000     0.000     0.000     0.000     2.000
     3.400     3.800     2.000     3.000     0.001     0.999     0.000     0.000     0.000     2.000
     3.000     3.000     1.750     2.750     1.000     0.000     0.000     0.000     0.000     1.000
     3.400     3.400     2.000     1.571     0.851     0.148     0.000     0.001     0.000     1.000
     3.000     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     2.200     3.000     2.000     3.000     0.999     0.001     0.000     0.000     0.000     1.000
     3.000     3.000     2.000         *     1.000     0.000     0.000     0.000     0.000     1.000
     3.400     4.000     1.000     1.125     0.000     1.000     0.000     0.000     0.000     2.000
     2.500     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     2.400     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.600     4.000     1.500     3.000     0.000     1.000     0.000     0.000     0.000     2.000
     3.400     3.600     1.000     1.625     0.054     0.946     0.000     0.000     0.000     2.000
     3.400     3.000     2.500     1.875     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     2.600     2.000     3.000     0.971     0.000     0.000     0.000     0.029     1.000
         *     2.200     2.500     2.250     0.027     0.000     0.000     0.000     0.973     5.000
     2.800     3.000     2.750     1.750     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     2.800     2.250     1.375     0.995     0.000     0.000     0.000     0.005     1.000
     4.000     3.600     1.000     2.250     0.059     0.941     0.000     0.000     0.000     2.000
     3.400     4.000     1.000     1.500     0.000     1.000     0.000     0.000     0.000     2.000
     3.000     2.800     2.000     2.000     0.997     0.000     0.000     0.000     0.003     1.000
     3.800     4.000     4.000     1.375     0.000     0.003     0.000     0.997     0.000     4.000
     3.200     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     3.600     4.000     2.000     1.000     0.000     0.985     0.000     0.015     0.000     2.000
         *     3.800     1.000     1.500     0.001     0.999     0.000     0.000     0.000     2.000
     2.600     3.000     3.000     2.500     1.000     0.000     0.000     0.000     0.000     1.000
     3.200     4.000     1.000     1.000     0.000     1.000     0.000     0.000     0.000     2.000
     2.800     4.000     1.000     1.250     0.000     1.000     0.000     0.000     0.000     2.000
     2.200     3.600     2.500     1.250     0.064     0.917     0.000     0.019     0.000     2.000
     2.200     2.800     1.250     1.750     0.997     0.000     0.000     0.000     0.003     1.000
     4.800     4.000     1.000     1.125     0.000     0.999     0.000     0.000     0.000     2.000
     3.600     3.400     1.000     1.375     0.800     0.200     0.000     0.000     0.000     1.000
     2.600     3.000     2.000     1.750     1.000     0.000     0.000     0.000     0.000     1.000
     1.800     2.400     3.500     1.750     0.292     0.000     0.000     0.000     0.708     5.000
     3.200     3.400     2.500     1.500     0.871     0.121     0.000     0.008     0.000     1.000
     3.200     3.800     2.500     3.500     0.001     0.999     0.000     0.000     0.000     2.000
     3.200     3.200     2.000     2.250     0.992     0.008     0.000     0.000     0.000     1.000
     2.200     3.000     2.000     2.000     0.999     0.000     0.000     0.000     0.000     1.000
     2.000     1.600     1.000     2.750     0.000     0.000     0.121     0.000     0.879     5.000
     2.400     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     1.600     1.000     2.000     2.250     0.000     0.000     1.000     0.000     0.000     3.000
     1.000     2.750     2.000     2.000     0.995     0.000     0.000     0.000     0.005     1.000
     2.600     2.200     1.500     1.875     0.023     0.000     0.000     0.000     0.977     5.000
     3.800     3.000     3.000     2.500     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     2.750     2.000     1.125     0.987     0.000     0.000     0.000     0.013     1.000
     2.800     3.400     1.000     2.125     0.475     0.525     0.000     0.000     0.000     2.000
     3.000     3.000     1.500     1.625     1.000     0.000     0.000     0.000     0.000     1.000
     1.400     1.600     4.000     2.375     0.000     0.000     0.193     0.000     0.807     5.000
     2.600     3.000     1.250     1.000     1.000     0.000     0.000     0.000     0.000     1.000
     1.600     2.600     2.000     2.375     0.960     0.000     0.000     0.000     0.040     1.000
     2.400     2.800     1.750     1.875     0.997     0.000     0.000     0.000     0.003     1.000
     3.000     2.800     2.500     2.125     0.997     0.000     0.000     0.000     0.003     1.000
     2.600     2.200     2.000     3.000     0.052     0.000     0.000     0.000     0.948     5.000
     3.200     3.200     1.750     1.875     0.993     0.007     0.000     0.000     0.000     1.000
     3.600     3.000     2.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000
     2.000     3.000     3.000     3.500     0.999     0.001     0.000     0.000     0.000     1.000
     2.800     3.000     2.500     1.500     1.000     0.000     0.000     0.000     0.000     1.000
     2.250     3.200     3.000     1.875     0.991     0.008     0.000     0.001     0.000     1.000
     1.000     1.000     1.000     2.000     0.000     0.000     1.000     0.000     0.000     3.000
     2.800     3.000     2.000     2.125     1.000     0.000     0.000     0.000     0.000     1.000
     2.800     2.400     2.250     2.000     0.357     0.000     0.000     0.000     0.643     5.000
     1.000     1.000     4.000     4.000     0.000     0.000     1.000     0.000     0.000     3.000
     3.000     4.000     1.000         *     0.000     1.000     0.000     0.000     0.000     2.000
     2.800     4.000     1.000     2.250     0.000     1.000     0.000     0.000     0.000     2.000
     1.000     1.000     4.000     3.875     0.000     0.000     1.000     0.000     0.000     3.000
     3.800     3.000     1.000     2.625     1.000     0.000     0.000     0.000     0.000     1.000
     3.200     3.800     1.750     2.143     0.001     0.999     0.000     0.000     0.000     2.000
     2.400     2.800     1.500     2.875     0.999     0.000     0.000     0.000     0.001     1.000
     1.200     1.800     3.250     2.875     0.000     0.000     0.002     0.000     0.998     5.000
     3.200     4.000     1.000     1.375     0.000     1.000     0.000     0.000     0.000     2.000
     2.000     3.400     1.000     1.125     0.483     0.517     0.000     0.000     0.000     2.000
     3.000     4.000     2.000     2.000     0.000     0.999     0.000     0.001     0.000     2.000
     1.400     2.800     1.250     1.625     0.997     0.000     0.000     0.000     0.003     1.000
     3.600     3.800     2.000     2.000     0.002     0.996     0.000     0.002     0.000     2.000
     2.600     3.200     2.250     1.250     0.994     0.006     0.000     0.000     0.000     1.000
     4.000     4.000     1.000     1.375     0.000     1.000     0.000     0.000     0.000     2.000
     3.400     3.200     2.000     1.750     0.996     0.004     0.000     0.000     0.000     1.000
     1.000     1.000     4.000     2.125     0.000     0.000     1.000     0.000     0.000     3.000
     2.000     4.000     1.000     2.250     0.000     1.000     0.000     0.000     0.000     2.000
     2.800     2.000     2.500     1.750     0.001     0.000     0.001     0.000     0.999     5.000
     3.000     3.000     4.000     3.000     0.999     0.000     0.000     0.001     0.000     1.000
     3.000     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     2.000     2.600     3.000     1.750     0.918     0.000     0.000     0.000     0.082     1.000
     2.600     3.400     1.000     2.125     0.424     0.576     0.000     0.000     0.000     2.000
     3.200     3.800     1.000     2.750     0.000     1.000     0.000     0.000     0.000     2.000
     1.400     2.000     3.000     2.500     0.001     0.000     0.000     0.000     0.999     5.000
     2.000     1.800     3.000     4.000     0.000     0.000     0.001     0.000     0.999     5.000
     3.600     3.400     2.000     1.000     0.919     0.079     0.000     0.002     0.000     1.000
     3.800     3.400     1.000     1.625     0.798     0.202     0.000     0.000     0.000     1.000
     3.000     3.000     2.500     3.500     1.000     0.000     0.000     0.000     0.000     1.000
     1.400     2.200     2.500     2.750     0.046     0.000     0.000     0.000     0.954     5.000
     3.800     2.800     2.500     3.000     0.999     0.000     0.000     0.000     0.001     1.000
     3.000     2.000     1.250     1.625     0.001     0.000     0.001     0.000     0.999     5.000
     3.000     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     1.600     2.600     2.500     1.500     0.913     0.000     0.000     0.000     0.087     1.000
     3.000     2.800     2.000     2.000     0.997     0.000     0.000     0.000     0.003     1.000
     3.000     2.400     2.500     2.750     0.492     0.000     0.000     0.000     0.508     5.000
     3.000     2.600     2.500     2.625     0.957     0.000     0.000     0.000     0.043     1.000
     3.000     4.000     2.750     1.250     0.000     0.853     0.000     0.147     0.000     2.000
     1.400     3.000     4.000     1.750     0.998     0.000     0.000     0.002     0.000     1.000
     2.800     3.000     1.250     2.875     0.999     0.001     0.000     0.000     0.000     1.000
     2.600     2.800     2.750     1.500     0.995     0.000     0.000     0.000     0.005     1.000
     2.600     4.000     2.000     2.000     0.000     1.000     0.000     0.000     0.000     2.000
     2.000     2.400     2.750     1.750     0.316     0.000     0.000     0.000     0.684     5.000
     2.600     2.200     2.000     2.375     0.031     0.000     0.000     0.000     0.969     5.000
     3.000     3.000     1.000     1.500     1.000     0.000     0.000     0.000     0.000     1.000
     2.600     3.000     2.000     1.250     1.000     0.000     0.000     0.000     0.000     1.000
     1.600     1.800     2.500     1.500     0.000     0.000     0.013     0.000     0.987     5.000
     3.400     3.000     2.500     2.625     1.000     0.000     0.000     0.000     0.000     1.000
     4.600     4.000     1.000     1.000     0.000     0.999     0.000     0.000     0.000     2.000
     3.200     3.000     2.000     2.000     1.000     0.000     0.000     0.000     0.000     1.000
     1.800     1.200     3.000     2.000     0.000     0.000     0.999     0.000     0.001     3.000
     1.800     2.600     2.000     2.250     0.955     0.000     0.000     0.000     0.045     1.000
     1.000     2.400     2.250     4.000     0.794     0.000     0.000     0.000     0.206     1.000
     1.600     3.000     1.500     1.125     0.999     0.001     0.000     0.000     0.000     1.000
     1.000     2.400     2.750     4.000     0.779     0.000     0.000     0.000     0.221     1.000
     3.000     2.800     3.000     2.625     0.998     0.000     0.000     0.000     0.002     1.000
     3.000     4.000     2.000     1.000     0.000     0.994     0.000     0.006     0.000     2.000
     3.000     3.000     2.750     2.500     1.000     0.000     0.000     0.000     0.000     1.000
     3.400     3.600     1.250     2.500     0.031     0.969     0.000     0.000     0.000     2.000
     2.800     3.000     2.500     1.875     1.000     0.000     0.000     0.000     0.000     1.000
     2.600     2.800     3.000     2.375     0.998     0.000     0.000     0.000     0.002     1.000
     2.250     2.400     2.500     3.125     0.596     0.000     0.000     0.000     0.404     1.000
     2.600     3.000         *     2.000     1.000     0.000     0.000     0.000     0.000     1.000
         *     2.500         *         *     0.780     0.000     0.000     0.000     0.220     1.000
     1.800     2.400     2.500     2.125     0.405     0.000     0.000     0.000     0.595     5.000
     2.600     2.500     2.500     2.250     0.772     0.000     0.000     0.000     0.228     1.000
     3.600     3.800     2.000     2.000     0.002     0.996     0.000     0.002     0.000     2.000
     2.800     3.000     2.750     3.250     1.000     0.000     0.000     0.000     0.000     1.000
     3.000     3.000     2.000     1.000     1.000     0.000     0.000     0.000     0.000     1.000
     2.600     4.000     1.000     2.125     0.000     1.000     0.000     0.000     0.000     2.000
     1.800     3.000         *         *     0.999     0.001     0.000     0.000     0.000     1.000
